Date,Adj. Close,Open-Close Percent Change,High-Low Percent Change,Adj. Volume,Forecast
2004-08-19,50.32284179174976,0.3249675032496586,8.441017090454373,44659000.0,69.07823790280256
2004-08-20,54.32268893670621,7.227007227007233,8.537313432835818,22834300.0,67.83941377138657
2004-08-23,54.86937650886953,-1.227880101119542,4.0623567171022446,18256100.0,68.91272698645953
2004-08-24,52.597363020888004,-5.72635742538655,7.753210389108816,15247300.0,70.66814579615829
2004-08-25,53.164112522305025,1.1836578846888044,3.966114747785907,9188600.0,71.21984885063503
2004-08-26,54.1220696441692,2.820390662220099,3.143512325625842,7094800.0,72.27811561876771
2004-08-27,53.23934475700641,-1.8038852913968426,2.772258491815695,6211700.0,74.81093418704734
2004-08-30,51.162935079248456,-3.10600303951367,3.411430251936075,5196700.0,74.19904534480949
2004-08-31,51.343492442531755,0.048866301798293425,1.517227877838688,4917800.0,70.46251102130786
2004-09-01,50.280210192085654,-2.385589094449851,3.3109260559847553,9138200.0,74.92127479794269
2004-09-02,50.91216096357721,2.442224240589375,3.4667475237517738,15118600.0,86.48196153038732
2004-09-03,50.159838616563455,-0.9311540366518014,2.4365686669351567,5152400.0,93.99013855358456
2004-09-07,50.947269339771175,0.5643005643005604,2.3993574942274853,5847500.0,91.18146845806655
2004-09-08,51.30838406633777,1.5485407980941073,2.51741293532338,4985600.0,93.27292458276477
2004-09-09,51.313399548651205,-0.1853658536585353,1.6930693069306815,4061700.0,96.9492731185053
2004-09-10,52.82807520730555,3.804080023652313,5.192497532082928,8698800.0,95.61515482313425
2004-09-13,53.91643486931878,0.8159054675044624,1.8316738681194826,7844100.0,98.31849979007033
2004-09-14,55.917612312375354,3.7695457930007454,4.878733963854287,10828900.0,97.73670384171302
2004-09-15,56.17340191036003,1.3024602026049115,3.656987295825772,10713000.0,96.13174950141702
2004-09-16,57.16145192610475,1.450952465729027,3.716972682489924,9266300.0,92.63595832895979
2004-09-17,58.926901700430356,2.683097360601287,3.4698370761778965,9472500.0,84.93719297785242
2004-09-20,59.86479689304083,2.0607097050021355,4.136336387770827,10628700.0,86.54214731814842
2004-09-21,59.10244358140023,-1.9633943427620617,2.476384988511611,7228700.0,84.61118662747978
2004-09-22,59.37327962632518,0.7918263090676829,2.448420511942466,7581200.0,84.1898861131521
2004-09-23,60.59705731080088,1.6661056883204195,4.794052298752354,8535600.0,91.79335730030441
2004-09-24,60.100524561771806,-0.9423824088617064,3.6239144956579814,9123400.0,91.28177810433505
2004-09-27,59.313093838564086,-1.0873201739712204,2.6146010186757156,7066100.0,92.72122152828803
2004-09-28,63.62640862810958,4.713165497317366,5.9811995674236815,16929000.0,86.5396395769917
2004-09-29,65.74294216437494,3.595985141863599,6.9634793630674245,30516400.0,86.5170699065813
2004-09-30,65.00065078198803,-0.2301788312458147,2.5581395348837255,13758000.0,84.02939067912249
2004-10-01,66.4952645113887,1.360856269113162,4.142746314972863,15124800.0,84.96227038941954
2004-10-04,67.73910412511809,-0.1589355017556713,2.118928598075043,13022700.0,82.8056129946468
2004-10-05,69.39922877086177,2.7550868854894044,4.756503327283737,14973200.0,84.01935971449565
2004-10-06,68.75223155242995,-0.4285610517904901,1.8014705882352817,13381400.0,87.65056890941534
2004-10-07,69.63997192190615,1.6769185705916698,2.438667154888323,14115000.0,89.97273722053112
2004-10-08,69.07823790280256,-0.7208246233691294,1.941322434681055,11069500.0,90.80530728455967
2004-10-11,67.83941377138657,-1.277279030727696,3.7429958909226917,10472100.0,91.2717471397082
2004-10-12,68.91272698645953,2.163729645326775,3.155922038980509,11665500.0,90.25861971239635
2004-10-13,70.66814579615829,-1.6336218933258952,2.4771559109080554,19766200.0,89.97775270284455
2004-10-14,71.21984885063503,0.6949368883846013,2.7569284064664936,10442100.0,90.47930093418705
2004-10-15,72.27811561876771,-0.579510175922728,2.500880591757664,13194700.0,88.41793770336936
2004-10-18,74.81093418704734,4.220234768026821,5.658239501451741,14036300.0,85.98041329904483
2004-10-19,74.19904534480949,-1.700996677740852,3.427214116050236,18109800.0,85.25316836359819
2004-10-20,70.46251102130786,-5.03582533459511,6.726361031518619,22722600.0,86.98350976172982
2004-10-21,74.92127479794269,3.642544924720733,6.0090382714305886,29149800.0,86.09075390994018
2004-10-22,86.48196153038732,1.170534221257371,9.806192101413929,73710000.0,85.48889603232917
2004-10-25,93.99013855358456,6.3081461311549845,12.680382497826711,65462800.0,89.62165345859137
2004-10-26,91.18146845806655,-2.4934432472150556,7.022222222222204,44569500.0,90.1683410307547
2004-10-27,93.27292458276477,1.8963448377888226,4.263629861913409,26686200.0,88.50821638501102
2004-10-28,96.9492731185053,3.5739163049884857,4.7359913793103425,29663900.0,90.31880550015745
2004-10-29,95.61515482313425,-4.138381857494846,4.9055613850996815,42282600.0,92.7964537629894
2004-11-01,98.31849979007033,1.3074935400516852,3.3460553144768945,24425300.0,92.15948750918443
2004-11-02,97.73670384171302,-1.942333819755448,3.05679114513292,22669900.0,93.43843549910781
2004-11-03,96.13174950141702,-3.2897724405873214,5.688073394495419,27749600.0,94.2409126692558
2004-11-04,92.63595832895979,-1.8857901726427793,3.8451049904554178,28790300.0,96.25212107693922
2004-11-05,84.93719297785242,-6.95054945054945,8.157816671610808,39626500.0,96.67843707358034
2004-11-08,86.54214731814842,0.9891138944164743,3.5655253837071945,22361200.0,96.7486538259683
2004-11-09,84.61118662747978,-3.1016657093624467,6.008349972771821,22106200.0,99.10593051327805
2004-11-10,84.1898861131521,-1.6464522177301113,3.7215174652798564,21266700.0,96.69348352052062
2004-11-11,91.79335730030441,8.091188282541943,9.655666288715183,29941000.0,101.66884197543823
2004-11-12,91.28177810433505,-1.7437780057226033,6.989853438556934,33458700.0,97.5511309961163
2004-11-15,92.72122152828803,2.449431975616529,5.353846153846149,23779100.0,97.05459824708723
2004-11-16,86.5396395769917,-1.0579735076552566,5.0576596616519165,41792900.0,94.56691901962843
2004-11-17,86.5170699065813,2.0589279375221894,5.029585798816567,36229500.0,97.22512464574368
2004-11-18,84.02939067912249,-1.6784037558685498,5.243468291799914,33225900.0,97.8319980056681
2004-11-19,84.96227038941954,0.20111203123151405,2.0778284890703675,17521000.0,97.0696446940275
2004-11-22,82.8056129946468,-2.075919335705815,5.077180583968756,24711600.0,97.9924934396977
2004-11-23,84.01935971449565,-0.23523806687906568,2.600600600600617,24801700.0,97.96741602813059
2004-11-24,87.65056890941534,-0.04575611988103378,2.7244797403049246,30531400.0,100.29459982155977
2004-11-26,89.97273722053112,2.042093287827062,2.6865160848733884,12947200.0,102.26568437073581
2004-11-29,90.80530728455967,0.4410418573687325,3.0646160779674334,21311800.0,98.9554660438753
2004-11-30,91.2717471397082,0.7083563918096402,1.5256588072121946,15384600.0,97.26023302193765
2004-12-01,90.25861971239635,-0.9957638774275114,1.6429963798384735,15712400.0,94.43150099716595
2004-12-02,89.97775270284455,-0.2779321845469686,1.657798935872293,12509200.0,90.63979636821665
2004-12-03,90.47930093418705,0.2222222222222207,1.9481981981982008,11726600.0,88.83422273538365
2004-12-06,88.41793770336936,-1.5854407413610279,2.658788774002936,12495400.0,94.91298729925475
2004-12-07,85.98041329904483,-2.596590909090907,3.3128114922309946,13728000.0,94.33119135089746
2004-12-08,85.25316836359819,-0.3458990443806038,2.9336810288626767,15068500.0,95.4646903537315
2004-12-09,86.98350976172982,1.8678414096916336,2.985694782453846,15292600.0,98.11286501521991
2004-12-10,86.09075390994018,-1.0263506890387983,2.095860820830173,8625700.0,96.24710559462581
2004-12-13,85.48889603232917,-0.918444457362098,2.2012393036293907,9627500.0,103.29887372730136
2004-12-14,89.62165345859137,4.4970760233918154,5.436320754716977,22154600.0,105.75646006087962
